Actual_Sales,Predicted_Sales
2084.0,2217.5975878971294
2418.0,2207.6960880358315
2701.0,2340.6404508433725
1338.0,1017.299361111111
2322.0,2156.104813681708
2216.0,2193.240640576197
2648.0,2188.5969237598783
2057.0,2039.1671904857194
2955.0,2272.163862095227
2502.0,2261.0856645021645
1094.0,1106.5357575757575
2370.0,2084.1558366535805
2873.0,2123.4219144069925
2658.0,2225.7838500600387
2333.0,1984.439149085576
2745.0,2331.054463149219
2356.0,2190.7109675324677
1110.0,1120.2516666666666
2388.0,2177.841188871877
2184.0,2146.392960109785
2450.0,2263.2620994969943
1971.0,2074.4112911847424
2351.0,2169.8315274130905
3229.0,2349.4411327561324
1210.0,1074.2125
2097.0,2389.1138294205793
2249.0,2141.882440631662
2687.0,2297.4109949036465
2164.0,2207.1120654761903
2527.0,2228.042924072723
2729.0,2365.6920968277955
1175.0,1098.5625
2033.0,2115.2968055755623
2116.0,2140.7609703659473
2457.0,2297.256457112565
2599.0,2218.858523828763
817.0,2255.757629986279
1946.0,2163.5802695449925
1114.0,978.44
2731.0,2073.34932899033
2102.0,1942.6290626303808
2426.0,2227.631792611384
1948.0,2108.227716367941
2600.0,2139.21
2785.0,2275.5315923520925
1047.0,1112.165
2419.0,2101.2169130230463
2083.0,2108.682829350829
2608.0,2207.2343031481087
2022.0,2127.774560547704
2235.0,2040.536194659382
2156.0,2265.203246038146
995.0,1166.31
825.0,2324.051134615385
3179.0,2097.471962737481
2479.0,2610.3074637681157
2454.0,2053.972169077747
2243.0,2303.009638660365
2735.0,2344.445333314579
1019.0,1061.5979861111111
2317.0,2126.16
1943.0,2139.472607799279
2033.0,2338.6068540590277
1697.0,2229.2430451899754
2472.0,2063.6493465399762
2498.0,2195.02377215301
883.0,1089.9775
2280.0,2135.855880066793
2393.0,2119.564050260918
2374.0,2215.7494954572217
2154.0,2018.1088379459409
2743.0,2100.2889471307335
2379.0,2366.1498665223667
974.0,1058.0059659090907
2620.0,2018.435383254032
2365.0,2081.165565239419
2611.0,2124.5791108444632
2229.0,1883.8459344684536
1100.0,2161.877803109246
2270.0,2231.7461818397815
1110.0,1009.7489242424242
2407.0,2259.1320753299074
1937.0,2206.2566297346407
2554.0,2274.7589571555377
2250.0,2328.893204184704
2752.0,2168.95
2718.0,2467.3850799297325
1142.0,1026.5761111111112
2616.0,2162.4047544093023
2625.0,2105.6607503052505
2651.0,2300.8581358363863
2159.0,2017.1370436555146
2532.0,2189.73007477562
2692.0,2356.6057085029092
1272.0,1080.0775
2335.0,2175.907738001839
2579.0,2151.4096545513526
2707.0,2314.066533605284
2137.0,2070.9759800406996
2532.0,2241.8420833450173
2738.0,2354.2193037518036
1005.0,1134.445
2493.0,2148.9429804820056
2977.0,2229.797621600622
2583.0,2216.388017871018
1824.0,2129.9199125531873
2394.0,2168.5669330450255
2674.0,2312.4826766233773
1070.0,1145.75
2242.0,2201.301138442774
2101.0,2241.496246753247
2203.0,2222.215686759424
2128.0,1957.042388326344
2496.0,2201.31321821481
2596.0,2434.794666666667
1135.0,1018.4068686868687
2526.0,2402.320086996337
2284.0,2183.3258412012824
2691.0,2226.79821164372
2284.0,1983.208122084799
2574.0,2228.891898595059
2351.0,2354.871637085137
1181.0,1060.5065909090908
2338.0,1982.0454161785442
2372.0,2133.3392913727985
2460.0,2204.2833917742732
2115.0,2096.5791739532037
2529.0,2132.034407209749
2183.0,2305.6020414891937
1079.0,1070.9658333333332
2381.0,2077.212055894398
2589.0,2184.884763850329
2369.0,2239.0912446442444
2006.0,2227.367645568982
2859.0,2163.999262104854
2258.0,2213.8247407787785
1024.0,1095.8183333333334
2158.0,2023.5454378846757
2438.0,2271.109825652418
2242.0,2245.827610028916
2002.0,2047.3863502918548
2358.0,2290.018747558734
2161.0,2228.256674798611
1212.0,1032.3183333333334
2414.0,2193.828507160474
2627.0,2416.408021978022
2645.0,2414.6785550379573
2037.0,2183.5112324571564
2479.0,2150.1976147741143
2093.0,2327.983681422902
968.0,934.7876666666666
2086.0,2100.5112115494617
2418.0,2321.333810126315
2311.0,2204.127697291067
2377.0,1990.3324101034514
1006.0,2258.846943130038
1659.0,1805.4641876563483
803.0,890.05
2201.0,2129.8521661681625
1942.0,2166.2590802463037
